Hip	Const-abbreviations	Const-names	ProperName	B-F-ID	F-ID	B-ID	RA	Dec	Distance	Mag	AbsMag	Spectrum	ColorIndex
73334	Cen	Centaurus		Kap		κ Cen	14.9860275	-42.10414199	165.2892562	3.13	-2.961223127	B2IV	-0.208
45860	Lyn	Lynx		40Alp	40 Lyn	α Lyn	9.35096077	34.39252592	68.0735194	3.14	-1.024891021	M0IIIvar	1.55
46701							9.52037604	-57.0343916	72.88629738	3.16	-1.153229443	K5III	1.538
84380	Her	Hercules		67Pi	67 Her	π Her	17.25079285	36.80915527	112.4859393	3.16	-2.095491195	K3IIvar	1.437
31685	Pup	Puppis		Nu		ν Pup	6.62935324	-43.19592394	129.7016861	3.17	-2.39472811	B8III SB	-0.103
83895	Dra	Draco		22Zet	22 Dra	ζ Dra	17.1464514	65.71463676	104.1666667	3.17	-1.918643835	B6III	-0.12
46853	UMa	Ursa Major		25The	25 UMa	θ UMa	9.54786812	51.67860208	13.48617667	3.17	2.520555777	F6IV	0.475
92041	Sgr	Sagittarius		27Phi	27 Sgr	φ Sgr	18.76093138	-26.9907794	70.72135785	3.17	-1.077752953	B8.5III	-0.107
71908	Cir	Circinus		Alp		α Cir	14.70852362	-64.97456957	16.40150894	3.18	2.105580975	F1Vp	0.256
23767	Aur	Auriga		10Eta	10 Aur	η Aur	5.10857473	41.23464074	67.24949563	3.18	-0.9584451574	B3V	-0.148
87261							17.83095867	-37.04337105	38.89537145	3.19	0.2405103832	K0/K1III	1.192
22449	Ori	Orion		1Pi3	1 Ori	π3 Ori	4.83059395	6.96124744	8.025682183	3.19	3.667590212	F6V	0.484
23685	Lep	Lepus		2Eps	2 Lep	ε Lep	5.09101447	-22.37085673	69.49270327	3.19	-1.01969603	K4III	1.46
83000	Oph	Ophiuchus		27Kap	27 Oph	κ Oph	16.96118627	9.37505626	26.3227165	3.19	1.088346468	K2IIIvar	1.16
116727	Cep	Cepheus		35Gam	35 Cep	γ Cep	23.65582834	77.63196681	13.79310345	3.21	2.511690033	K1IV	1.031
104732	Cyg	Cygnus		64Zet	64 Cyg	ζ Cyg	21.21560598	30.22708128	46.25346901	3.21	-0.1157215519	G8II SB	0.99
75141	Lup	Lupus		Del		δ Lup	15.35620455	-40.64745946	156.4945227	3.22	-2.752495709	B1.5IV	-0.227
79882	Oph	Ophiuchus		2Eps	2 Oph	ε Oph	16.30534466	-4.69260809	32.95978906	3.23	0.6400778823	G8III	0.966
106032	Cep	Cepheus		8Bet	8 Cep	β Cep	21.47765973	70.56069481	182.4817518	3.23	-3.076097208	B2IIIv SB	-0.201
89962	Ser	Serpens		58Eta	58 Ser	η Ser	18.35525571	-2.897122	18.93580761	3.23	1.843580837	K0III-IV	0.941
32607	Pic	Pictor		Alp		α Pic	6.80320475	-61.94197988	30.33980583	3.24	0.8299360151	A7IV	0.225
99473	Aql	Aquila		65The	65 Aql	θ Aql	20.18840688	-0.82147569	88.02816901	3.24	-1.483108343	B9.5III	-0.066
36377	Pup	Puppis		Sig		σ Pup	7.48718842	-43.30189129	56.36978579	3.25	-0.5052319225	K5III SB	1.509
93194	Lyr	Lyra		14Gam	14 Lyr	γ Lyr	18.98239571	32.68955312	194.5525292	3.25	-3.195184405	B9III	-0.049
73714	Lib	Libra		20Sig	20 Lib	σ Lib	15.06785052	-25.28185602	89.52551477	3.25	-1.509734134	M3/M4III	1.674
68895	Hya	Hydra		49Pi	49 Hya	π Hya	14.10618582	-26.68201883	31.08486167	3.25	0.7872553045	K2III	1.091
17678	Hyi	Hydrus		Gam		γ Hyi	3.78728653	-74.23924251	65.65988181	3.26	-0.8265004833	M2III	1.59
3092	And	Andromeda		31Del	31 And	δ And	0.65544371	30.86122579	31.06554831	3.27	0.8086048834	K3III...	1.268
84970	Oph	Ophiuchus		42The	42 Oph	θ Oph	17.36682891	-24.99948797	172.7115717	3.27	-2.916607181	B2IV	-0.186
113136	Aqr	Aquarius		76Del	76 Aqr	δ Aqr	22.91084423	-15.82075994	48.92367906	3.27	-0.1775955427	A3V	0.066
50099	Car	Carina		Ome		ω Car	10.22896636	-70.03792169	113.507378	3.29	-1.985120458	B8III	-0.074
24305	Lep	Lepus		5Mu	5 Lep	μ Lep	5.2155203	-16.20542901	56.52911249	3.29	-0.4713608355	B9IV: HgMn	-0.11
75458	Dra	Draco		12Iot	12 Dra	ι Dra	15.41549558	58.96602354	31.3283208	3.29	0.8103144134	K2III	1.166
51576							10.5337455	-61.68536031	152.4390244	3.3	-2.615480803	B4Vne	-0.089
21281	Dor	Dorado		Alp		α Dor	4.56658845	-55.04500559	53.87931034	3.3	-0.3571101406	A0V:	-0.079
85267	Ara	Ara		Gam		γ Ara	17.42323884	-56.37768824	348.4320557	3.31	-4.400590516	B1Ib	-0.15
29655	Gem	Gemini		7Eta	7 Gem	η Gem	6.2479713	22.50682376	107.0663812	3.31	-1.838265619	M3III	1.6
5165	Phe	Phoenix		Bet		β Phe	1.10141847	-46.71849042	60.75334143	3.32	-0.5978508456	G8IIIvar	0.885
84143	Sco	Scorpius		Eta		η Sco	17.20254886	-43.23849039	21.94907814	3.32	1.612918577	F3p	0.441
14354	Per	Perseus		25Rho	25 Per	ρ Per	3.08624916	38.84053298	99.70089731	3.32	-1.673495335	M3IIIvar	1.528
93864	Sgr	Sagittarius		40Tau	40 Sgr	τ Sgr	19.11567841	-27.66981416	36.9139904	3.32	0.4840450252	K1/K2III	1.169
88048	Oph	Ophiuchus		64Nu	64 Oph	ν Oph	17.9837771	-9.77334973	46.83840749	3.32	-0.0330106032	K0III	0.987
59774	UMa	Ursa Major		69Del	69 UMa	δ UMa	12.25706919	57.03259792	24.96878901	3.32	1.333012602	A3Vvar	0.077
19780	Ret	Reticulum		Alp		α Ret	4.24039753	-62.47397888	50.05005005	3.33	-0.1670225806	G7III	0.915
54879	Leo	Leo		70The	70 Leo	θ Leo	11.23734469	15.4297631	54.46623094	3.33	-0.3506366157	A2V	-0.003
38170	Pup	Puppis		7Xi	7 Pup	ξ Pup	7.82157187	-24.85978401	413.2231405	3.34	-4.74092317	G6Ia	1.218
41704	UMa	Ursa Major		1Omi	1 UMa	ο UMa	8.50445282	60.7184311	56.30630631	3.35	-0.4027851928	G4II-III	0.856
25281	Ori	Orion		28Eta	28 Ori	η Ori	5.40794918	-2.39713844	276.2430939	3.35	-3.856457147	B1V + B2	-0.24
32362	Gem	Gemini		31Xi	31 Gem	ξ Gem	6.75484265	12.89605513	17.53770607	3.35	2.130136065	F5IV	0.443
8886	Cas	Cassiopeia		45Eps	45 Cas	ε Cas	1.90657873	63.67014686	135.501355	3.35	-2.309718191	B2pvar	-0.15
95501	Aql	Aquila		30Del	30 Aql	δ Aql	19.42493129	3.11457923	15.37279016	3.36	2.426236505	F0IV	0.319
75264	Lup	Lupus		Eps		ε Lup	15.37802431	-44.68957314	154.5595054	3.37	-2.575478597	B2IV-V	-0.191
43109	Hya	Hydra		11Eps	11 Hya	ε Hya	8.77962395	6.41890691	41.44218815	3.38	0.2927866095	G0III-IV	0.685
66249	Vir	Virgo		79Zet	79 Vir	ζ Vir	13.5782652	-0.59593821	22.44668911	3.38	1.624238542	A3V	0.114
50371							10.28472369	-61.33231977	225.7336343	3.39	-3.377981369	K3II	1.541
109492	Cep	Cepheus		21Zet	21 Cep	ζ Cep	22.18090608	58.20124992	222.7171492	3.39	-3.348768295	K1Ibv SB	1.558
26207	Ori	Orion		39Lam	39 Ori	λ Ori	5.58563269	9.93416294	323.6245955	3.39	-4.160207603	O...	-0.16
63090	Vir	Virgo		43Del	43 Vir	δ Vir	12.92680091	3.39759862	62.07324643	3.39	-0.5745222979	M3III	1.571
20894	Tau	Taurus		78The2	78 Tau	θ2 Tau	4.47768747	15.8709468	45.68296026	3.4	0.1012288078	A7III	0.179
6867	Phe	Phoenix		Gam		γ Phe	1.47276157	-43.31772906	71.73601148	3.41	-0.8686861312	K5II-III	1.542
67464	Cen	Centaurus		Nu		ν Cen	13.82508261	-41.68765971	145.5604076	3.41	-2.405216315	B2IV	-0.225
74395	Lup	Lupus		Zet		ζ Lup	15.20477865	-52.09907465	35.63791875	3.41	0.6504383335	G8III	0.918
102422	Cep	Cepheus		3Eta	3 Cep	η Cep	20.75479684	61.83679404	14.34102969	3.41	2.627098326	K0IV	0.912
18724	Tau	Taurus		35Lam	35 Tau	λ Tau	4.01133906	12.49037571	113.507378	3.41	-1.865120458	B3V + A	-0.099
112029	Peg	Pegasus		42Zet	42 Peg	ζ Peg	22.69102078	10.83139111	63.93861893	3.41	-0.6188162564	B8.5V	-0.086
102395	Pav	Pavo		Bet		β Pav	20.74932102	-66.20323826	42.17629692	3.42	0.2946577699	A5IV	0.163
78384	Lup	Lupus		Eta		η Lup	16.00203902	-38.39664079	151.2859304	3.42	-2.478992703	B2.5IV	-0.206
8796	Tri	Triangulum		2Alp	2 Tri	α Tri	1.88469439	29.57939727	19.65795164	3.42	1.952308688	F6IV	0.488
86974	Her	Hercules		86Mu	86 Her	μ Her	17.77436636	27.72249917	8.399832003	3.42	3.798646999	G5IV	0.75
45080							9.18280702	-58.96693014	128.3697047	3.43	-2.112312712	B2IV	-0.19
93805	Aql	Aquila		16Lam	16 Aql	λ Aql	19.10415275	-4.88233456	38.38771593	3.43	0.5090386382	B9Vn	-0.096
50335	Leo	Leo		36Zet	36 Leo	ζ Leo	10.27816787	23.4173284	79.61783439	3.43	-1.075051803	F0III	0.307
50372	UMa	Ursa Major		33Lam	33 UMa	λ UMa	10.2849797	42.91446855	41.20313144	3.45	0.3753488817	A2IV	0.029
38827	Car	Carina		Chi		χ Car	7.94631715	-52.98240062	118.623962	3.46	-1.910862127	B3IVp	-0.177
3821	Cas	Cassiopeia		24Eta	24 Cas	η Cas	0.8180835	57.8165477	5.952735282	3.46	4.586417151	G0V SB	0.587
5364	Cet	Cetus		31Eta	31 Cet	η Cet	1.14312879	-10.181928	36.06202669	3.46	0.6747493479	K2III	1.161
74666	Boo	Boötes		49Del	49 Boo	δ Boo	15.25836216	33.31510222	35.79098067	3.46	0.6911320089	G8III	0.961
67472	Cen	Centaurus		Mu		μ Cen	13.82694662	-42.47368506	161.5508885	3.47	-2.571546755	B2IV-Ve	-0.17
12706	Cet	Cetus		86Gam	86 Cet	γ Cet	2.72170126	3.23617162	25.13826043	3.47	1.468323894	A3V	0.093
49583	Leo	Leo		30Eta	30 Leo	η Leo	10.12220929	16.76266572	653.5947712	3.48	-5.596542846	A0Ib	-0.031
81833	Her	Hercules		44Eta	44 Her	η Her	16.71492737	38.92246103	34.3524562	3.48	0.8002110272	G8III-IV	0.916
90422	Tel	Telescopium		Alp		α Tel	18.44956396	-45.96832919	76.45259939	3.49	-0.9269612801	B3IV	-0.179
112623	Gru	Grus		Eps		ε Gru	22.80922142	-51.31670354	39.74562798	3.49	0.4935531839	A3V	0.083
33856	CMa	Canis Major		22Sig	22 CMa	σ CMa	7.02865325	-27.93484165	373.1343284	3.49	-4.36932603	K4III	1.729
73555	Boo	Boötes		42Bet	42 Boo	β Boo	15.03244253	40.39063671	67.06908115	3.49	-0.6426117827	G8III	0.956
8102	Cet	Cetus		52Tau	52 Cet	τ Cet	1.73475762	-15.93955597	3.647372068	3.49	5.68009966	G8V	0.727
55219	UMa	Ursa Major		54Nu	54 UMa	ν UMa	11.30798759	33.09423881	129.1989664	3.49	-2.066295197	K3III SB	1.4
32759	CMa	Canis Major		13Kap	13 CMa	κ CMa	6.83068485	-32.50848752	242.1307506	3.5	-3.420249742	B1.5IVne	-0.116
112724	Cep	Cepheus		32Iot	32 Cep	ι Cep	22.82803115	66.20071089	35.37318712	3.5	0.7566290424	K0III	1.053
35550	Gem	Gemini		55Del	55 Gem	δ Gem	7.33538592	21.98233941	18.0342651	3.5	2.219507752	F0IV...	0.374
98337	Sge	Sagitta		12Gam	12 Sge	γ Sge	19.97927434	19.49209287	84.03361345	3.51	-1.112265193	K5III	1.571
112748	Peg	Pegasus		48Mu	48 Peg	μ Peg	22.8333612	24.60168486	35.77817531	3.51	0.7419090611	M2III	0.933
48774	Vel	Vela		Phi		φ Vel	9.94770968	-54.5677973	591.7159763	3.52	-5.340566477	B5Ib	-0.067
92420	Lyr	Lyra		10Bet	10 Lyr	β Lyr	18.83466497	33.36267788	270.2702703	3.52	-3.63899138	A8:V comp SB	0.003
47508	Leo	Leo		14Omi	14 Leo	ο Leo	9.68586607	9.89239902	41.45936982	3.52	0.4318865173	A5V+...	0.516
17378	Eri	Eridanus		23Del	23 Eri	δ Eri	3.72082113	-9.76519868	9.043226623	3.52	3.738382928	K0IV	0.915
109427	Peg	Pegasus		26The	26 Peg	θ Peg	22.16994993	6.197789	29.61208173	3.52	1.162655303	A2V	0.086
0	Vir	Virgo		29Gam	29 Vir	γ Vir	12.69468965	-1.449330134	11.83011948	3.52	3.155054345	F0 V	
93085	Sgr	Sagittarius		37Xi 2	37 Sgr	ξ2 Sgr	18.96216103	-21.10662433	114.1552511	3.52	-1.767479469	G8/K0II/III	1.151
40526	Cnc	Cancer		17Bet	17 Cnc	β Cnc	8.2752634	9.18566295	89.04719501	3.53	-1.218101219	K4III	1.481
20889	Tau	Taurus		74Eps	74 Tau	ε Tau	4.47692591	19.18052092	47.52851711	3.53	0.1452286774	K0III	1.014
56343	Hya	Hydra		Xi		ξ Hya	11.55007195	-31.85752405	39.63535474	3.54	0.5495862526	G8III	0.947
77516	Ser	Serpens		32Mu	32 Ser	μ Ser	15.82701825	-3.43014112	47.75549188	3.54	0.1448833867	A0V	-0.036
86263	Ser	Serpens		55Xi	55 Ser	ξ Ser	17.62645145	-15.39840835	32.33107016	3.54	0.9918996	F0IIIp	0.262
99240	Pav	Pavo		Del		δ Pav	20.14496114	-66.17932101	6.107616197	3.55	4.620641309	G5IV-Vvar	0.751
69996	Lup	Lupus		Iot		ι Lup	14.32339798	-46.05808391	107.8748652	3.55	-1.614601329	B2.5IV	-0.184
27288	Lep	Lepus		14Zet	14 Lep	ζ Lep	5.78259715	-14.82194717	21.51925974	3.55	1.885863362	A2Vann	0.104
20042	Eri	Eridanus		41Ups4	41 Eri	υ4 Eri	4.29822737	-33.79833145	54.73453749	3.55	-0.1413072632	B9V	-0.108
89937	Dra	Draco		44Chi	44 Dra	χ Dra	18.35064971	72.73369763	8.057368464	3.55	4.019033878	F7Vvar	0.489
82545	Sco	Scorpius		Mu 2		μ2 Sco	16.87226486	-38.01747781	158.4786054	3.56	-2.439853204	B2IV	-0.21
10602	Eri	Eridanus		Phi		φ Eri	2.27513896	-51.51211145	47.48338082	3.56	0.1772918342	B8IV-V	-0.12
1562	Cet	Cetus		8Iot	8 Cet	ι Cet	0.32380084	-8.82382948	88.80994671	3.56	-1.182308047	K2III	1.214
55282	Crt	Crater		12Del	12 Crt	δ Crt	11.3223674	-14.77904358	59.70149254	3.56	-0.3199259431	K0III	1.112
75177	Lup	Lupus		Phi1		φ1 Lup	15.36345457	-36.26116729	100.1001001	3.57	-1.432172559	K5III	1.534
44471	UMa	Ursa Major		12Kap	12 UMa	κ UMa	9.06043299	47.15665934	129.7016861	3.57	-1.99472811	A1Vn	0.007
71053	Boo	Boötes		25Rho	25 Boo	ρ Boo	14.53051606	30.37114497	45.62043796	3.57	0.2742027491	K3III	1.298
37740	Gem	Gemini		77Kap	77 Gem	κ Gem	7.74079682	24.39812929	43.99472063	3.57	0.3529971786	G8III	0.932
100064	Cap	Capricornus		6Alp2	6 Cap	α2 Cap	20.30089401	-12.54485877	33.32222592	3.58	0.9663299771	G6/G8III	0.883
35350	Gem	Gemini		54Lam	54 Gem	λ Gem	7.30155744	16.54047526	28.91008962	3.58	1.27475281	A3V...	0.106
60260	Cru	Crux		Eps		ε Cru	12.35605869	-60.40136988	69.93006993	3.59	-0.6333198127	K3/K4III	1.389
57757	Vir	Virgo		5Bet	5 Vir	β Vir	11.8448017	1.76537705	10.90037061	3.59	3.402793679	F8V	0.518
27072	Lep	Lepus		13Gam	13 Lep	γ Lep	5.74110416	-22.44748663	8.969414297	3.59	3.826179577	F7V	0.481
24674	Ori	Orion		20Tau	20 Ori	τ Ori	5.29344415	-6.84438616	170.0680272	3.59	-2.56311337	B5III	-0.115
7607	And	Andromeda		51	51 And		1.6331951	48.62848641	53.30490405	3.59	-0.0438358298	K3III	1.275
42536							8.67155811	-52.92197259	151.7450683	3.6	-2.305572927	B3IV	-0.168
85727	Ara	Ara		Del		δ Ara	17.51832693	-60.68360667	57.40528129	3.6	-0.1947592466	B8V	-0.104
46651	Vel	Vela		Psi		ψ Vel	9.51169804	-40.46688763	18.55631843	3.6	2.257540918	F2IV	0.371
33018	Gem	Gemini		34The	34 Gem	θ Gem	6.87981668	33.96136985	60.27727547	3.6	-0.3007680699	A3III	0.102
76470	Lib	Libra		39Ups	39 Lib	υ Lib	15.61707183	-28.13507099	59.66587112	3.6	-0.2786299285	K3III	1.361
6537	Cet	Cetus		45The	45 Cet	θ Cet	1.40040311	-8.18275372	35.11235955	3.6	0.8726999248	K0III	1.065
63613	Mus	Musca		Del		δ Mus	13.03771597	-71.54879865	27.84739627	3.61	1.386077026	K2III	1.19
86929	Pav	Pavo		Eta		η Pav	17.76222289	-64.7237345	113.7656428	3.61	-1.670055625	K1III	1.161
15900	Tau	Taurus		1Omi	1 Tau	ο Tau	3.413566	9.02906504	64.85084306	3.61	-0.4495781314	G8III	0.887
13209	Ari	Aries		41	41 Ari		2.8330526	27.26079044	48.8997555	3.61	0.1634665617	B8Vn	-0.1
49841	Hya	Hydra		41Lam	41 Hya	λ Hya	10.17649919	-12.35383921	35.16174402	3.61	0.8796479603	K0III	1.007
37819							7.75425108	-37.96859848	425.5319149	3.62	-4.524660689	K4III	1.706
82729	Sco	Scorpius		Zet2		ζ2 Sco	16.90975143	-42.36075916	46.14674665	3.62	0.2992945566	K4III	1.393
113726	And	Andromeda		1Omi	1 And	ο And	23.03201291	42.32597866	212.3142251	3.62	-3.014895464	B6pv SB	-0.099
17847	Tau	Taurus		27	27 Tau		3.81936977	24.05352412	116.6861144	3.62	-1.71509589	B8III	-0.07
7097	Psc	Pisces		99Eta	99 Psc	η Psc	1.52472051	15.34583101	90.17132552	3.62	-1.155342269	G8III	0.974
57363	Mus	Musca		Lam		λ Mus	11.76015759	-66.72884344	39.33910307	3.63	0.6558777311	A7III	0.16
101769	Del	Delphinus		6Bet	6 Del	β Del	20.62579715	14.59520289	29.8596596	3.64	1.264575738	F5IV	0.425
88714	Ara	Ara		The		θ Ara	18.11052188	-50.09145462	310.5590062	3.65	-3.810720642	B2Ib	-0.101
46733	UMa	Ursa Major		23	23 UMa		9.52543601	63.06179545	23.14814815	3.65	1.827418734	F0IV	0.36
77233	Ser	Serpens		28Bet	28 Ser	β Ser	15.76978191	15.42192602	46.92632567	3.65	0.2929172486	A3V	0.073
20205	Tau	Taurus		54Gam	54 Tau	γ Tau	4.32987052	15.62770031	47.23665564	3.65	0.2786042901	G8III	0.981
110960	Aqr	Aquarius		55Zet1	55 Aqr	ζ1 Aqr	22.48050015	-0.02006304	31.7158262	3.65	1.143619854	F3III-IV	0.406
75695	CrB	Corona Borealis		3Bet	3 CrB	β CrB	15.46384775	29.10549164	34.96503497	3.66	0.9418301656	F0p	0.319
76600	Lib	Libra		40Tau	40 Lib	τ Lib	15.64427343	-29.77768935	136.425648	3.66	-2.014480127	B2.5V	-0.177
103227	Ind	Indus		Bet		β Ind	20.91349433	-58.4540947	184.8428835	3.67	-2.664013675	K0III	1.25
68756	Dra	Draco		11Alp	11 Dra	α Dra	14.07317389	64.37580873	94.6969697	3.67	-1.211680409	A0III SB	-0.049
42828	Pyx	Pyxis		Alp		α Pyx	8.72654096	-33.18641133	259.0673575	3.68	-3.387063477	B1.5III	-0.18
22549	Ori	Orion		3Pi 4	3 Ori	π4 Ori	4.853435	5.60510146	386.1003861	3.68	-4.25350118	B2III SB	-0.157
97365	Sge	Sagitta		7Del	7 Sge	δ Sge	19.78979589	18.53425912	137.3626374	3.68	-2.009343103	M2II + B6	1.313
114341	Aqr	Aquarius		88	88 Aqr		23.15743391	-21.17248555	71.63323782	3.68	-0.5955729086	K1III	1.202
47854							9.75411876	-62.50792328	462.962963	3.69	-4.637731244	G5Iab/Ib	1.01
9007	Eri	Eridanus		Chi		χ Eri	1.93245347	-51.60958673	17.4855744	3.69	2.476600483	G5IV	0.844
23453	Aur	Auriga		8Zet	8 Aur	ζ Aur	5.04130001	41.07588953	241.5458937	3.69	-3.224998294	K4II comp	1.154
2920	Cas	Cassiopeia		17Zet	17 Cas	ζ Cas	0.61618528	53.89693161	183.1501832	3.69	-2.624036787	B2IV	-0.196
106985	Cap	Capricornus		40Gam	40 Cap	γ Cap	21.66815062	-16.66225343	42.58943782	3.69	0.5434904629	A7III:mp...	0.32
57399	UMa	Ursa Major		63Chi	63 UMa	χ UMa	11.76753725	47.77933701	60.09615385	3.69	-0.2042333902	K0III	1.181
114971	Psc	Pisces		6Gam	6 Psc	γ Psc	23.28597045	3.28224524	40.12841091	3.7	0.6827401899	G7III	0.916
15474	Eri	Eridanus		16Tau4	16 Eri	τ4 Eri	3.32526935	-21.7579421	79.17656374	3.7	-0.7929832472	M3/M4III	1.614
87933	Her	Hercules		92Xi	92 Her	ξ Her	17.96273073	29.24792527	41.45936982	3.7	0.6118865173	K0III	0.935
38414							7.87029041	-40.57579889	105.7082452	3.71	-1.410544318	G5III...	1.012
22797	Ori	Orion		8Pi5	8 Ori	π5 Ori	4.90419323	2.44067149	411.5226337	3.71	-4.361968632	B2III SB	-0.179
28103	Lep	Lepus		16Eta	16 Lep	η Lep	5.94008841	-14.16803805	15.04438092	3.71	2.823128394	F1V	0.337
77622	Ser	Serpens		37Eps	37 Ser	ε Ser	15.84691422	4.4775798	21.55636991	3.71	2.042121863	A2m	0.147
98036	Aql	Aquila		60Bet	60 Aql	β Aql	19.92187948	6.40793334	13.70801919	3.71	3.025126481	G8IVvar	0.855
88771	Oph	Ophiuchus		72	72 Oph		18.12250574	9.56365345	25.38071066	3.71	1.687481109	A4IVs	0.159
17499	Tau	Taurus		17	17 Tau		3.7479232	24.1134484	113.6363636	3.72	-1.557586639	B6III	-0.105
16537	Eri	Eridanus		18Eps	18 Eri	ε Eri	3.549006	-9.45830584	3.218020917	3.72	6.182055687	K2V	0.881
28358	Aur	Auriga		33Del	33 Aur	δ Aur	5.99209731	54.28498197	43.06632214	3.72	0.549311077	K0III	1.01
104060	Cyg	Cygnus		62Xi	62 Cyg	ξ Cyg	21.08218216	43.92785122	361.0108303	3.72	-4.067601155	K5Ibv SB	1.609
107089	Oct	Octans		Nu		ν Oct	21.69124253	-77.38946215	21.17746717	3.73	2.100629914	K0III	1.008
16083	Tau	Taurus		2Xi	2 Tau	ξ Tau	3.45281136	9.7327724	68.11989101	3.73	-0.4363697221	B9Vn	-0.082
87585	Dra	Draco		32Xi	32 Dra	ξ Dra	17.8921193	56.87245216	34.17634997	3.73	1.061371609	K2III	1.177
112961	Aqr	Aquarius		73Lam	73 Aqr	λ Aqr	22.87690679	-7.57967878	120.0480192	3.73	-1.666774993	M2IIIvar	1.626
72220	Vir	Virgo		109	109 Vir		14.77083106	1.8929383	39.44773176	3.73	0.7498898183	A0V	-0.005
80170	Her	Hercules		20Gam	20 Her	γ Her	16.36534546	19.15302185	59.91611744	3.74	-0.1477183166	A9III	0.299
8645	Cet	Cetus		55Zet	55 Cet	ζ Cet	1.85766961	-10.33494526	79.42811755	3.74	-0.7598713495	K2III	1.136
104887	Cyg	Cygnus		65Tau	65 Cyg	τ Cyg	21.24648517	38.04432043	20.92050209	3.74	2.137139483	F1IV	0.393
44511							9.0692557	-47.09771376	94.78672986	3.75	-1.133737702	K2III	1.174
87108	Oph	Ophiuchus		62Gam	62 Oph	γ Oph	17.79821501	2.70745875	29.05287623	3.75	1.43405433	A0V	0.043
26069	Dor	Dorado		Bet		β Dor	5.5604212	-62.48985585	318.4713376	3.76	-3.75535176	F6Ia	0.64
111169	Lac	Lacerta		7Alp	7 Lac	α Lac	22.52149326	50.28244976	31.38731952	3.76	1.276228857	A1V	0.031
95853	Cyg	Cygnus		10Iot2	10 Cyg	ι2 Cyg	19.49509425	51.72946747	37.5516335	3.76	0.8868558322	A5Vn	0.148
30867	Mon	Monoceros		11Bet	11 Mon	β Mon	6.48029836	-7.03305042	211.8644068	3.76	-2.870290007	B3Ve	-0.113
27654	Lep	Lepus		15Del	15 Lep	δ Lep	5.85532022	-20.87751376	34.42340792	3.76	1.075730684	G8III/IV	0.984
93683	Sgr	Sagittarius		39Omi	39 Sgr	ο Sgr	19.07803717	-21.74135451	42.57130694	3.76	0.6144150839	K0III	1.012
42570							8.67710424	-46.64875492	952.3809524	3.77	-6.124053505	F3Ia	0.67
41312	Vol	Volans		Bet		β Vol	8.42895729	-66.13652042	33.10162198	3.77	1.170753626	K2IIIvar	1.132
82363	Ara	Ara		Eta		η Ara	16.82975317	-59.04131648	96.06147935	3.77	-1.142746352	K5III	1.562
101958	Del	Delphinus		9Alp	9 Del	α Del	20.66062626	15.9120527	73.80073801	3.77	-0.5703035239	B9V	-0.057
13268	Per	Perseus		15Eta	15 Per	η Per	2.84494243	55.89552955	408.1632653	3.77	-4.284169578	K3Ib comp SB	1.69
109176	Peg	Pegasus		24Iot	24 Peg	ι Peg	22.11679848	25.3450461	11.75640724	3.77	3.418626892	F5V	0.435
105881	Cap	Capricornus		34Zet	34 Cap	ζ Cap	21.44445214	-22.41137838	122.1001221	3.77	-1.663580491	G4Ibp...	1.002
17529	Per	Perseus		41Nu	41 Per	ν Per	3.75323428	42.57854437	170.6484642	3.77	-2.39051192	F5IIvar	0.425
26549	Ori	Orion		48Sig	48 Ori	σ Ori	5.64576814	-2.60006791	352.1126761	3.77	-3.9634083	O9.5V...	-0.19
20455	Tau	Taurus		61Del1	61 Tau	δ1 Tau	4.38222981	17.5425843	46.97040864	3.77	0.4108783072	G8III	0.983
53253							10.89154617	-58.85326474	29.6647879	3.78	1.418793763	K0III-IV...	0.945
34481	Vol	Volans		Gam2		γ2 Vol	7.14578458	-70.49919435	43.44048653	3.78	0.5905265965	G8IIIvar	1.006
102618	Aqr	Aquarius		2Eps	2 Aqr	ε Aqr	20.79459238	-9.49568988	70.37297678	3.78	-0.4570296104	A1V	0
48319	UMa	Ursa Major		29Ups	29 UMa	υ UMa	9.84991436	59.03910437	35.27336861	3.78	1.042765316	F0IV	0.291
71795	Boo	Boötes		30Zet	30 Boo	ζ Boo	14.68581121	13.72833113	55.34034311	3.78	0.0647907628	A3IVn	0.044
36046	Gem	Gemini		60Iot	60 Gem	ι Gem	7.42879891	27.79828561	38.61003861	3.78	0.8464988204	G9III+...	1.024
14668	Per	Perseus		27Kap	27 Per	κ Per	3.1582303	44.85788896	34.42340792	3.79	1.105730684	K0III	0.98
53229	LMi	Leo Minor		46	46 LMi		10.88851107	34.21556641	29.94011976	3.79	1.408732334	K0III-IV	1.04
37229							7.64718924	-26.8038924	139.275766	3.8	-1.919377779	B5IV	-0.159
14879	For	Fornax		Alp		α For	3.20118888	-28.98910623	14.11233418	3.8	3.05200574	F8V	0.543
94779	Cyg	Cygnus		1Kap	1 Cyg	κ Cyg	19.28503052	53.36816064	37.76435045	3.8	0.9145899038	K0III	0.95
76276	Ser	Serpens		13Del	13 Ser	δ Ser	15.58005284	10.53885916	64.35006435	3.8	-0.2427449277	F0IV	0.268
99675	Cyg	Cygnus		31	31 Cyg		20.22719518	46.74132417	414.9377593	3.8	-4.289914787	K2II+...	1.27
51232							10.4646514	-58.73940856	319.4888179	3.81	-3.712278312	F2II	0.317
76952	CrB	Corona Borealis		8Gam	8 CrB	γ CrB	15.71239951	26.29551419	44.48398577	3.81	0.5689815345	A1Vs	0.02
